"sample","TypeI_score","TypeII_score","delta","Type_call"
"6389",0.0953806164194585,-0.260116803622823,0.355497420042282,"Type I"
"6420",-0.201890991946794,0.183162210524487,-0.385053202471281,"Type II"
"6434",0.079494664712294,-0.223923316134188,0.303417980846482,"Type I"
"6484",0.10754205370183,-0.219115373256198,0.326657426958028,"Type I"
"6511",0.125195213576524,-0.22764255890852,0.352837772485044,"Type I"
"6547",0.0522745544466011,-0.252899822217589,0.305174376664191,"Type I"
"6549",-0.177554476083944,0.152373134587655,-0.329927610671599,"Type II"
"6577",-0.0609755024288112,-0.0990775003908897,0.0381019979620785,"Type I"
"6696",0.115693389382934,-0.16458626500582,0.280279654388754,"Type I"
"6728",-0.122878833149763,0.170267194802036,-0.293146027951799,"Type II"
"6746",0.167871794679982,-0.246790361529508,0.41466215620949,"Type I"
"6749",0.0594353558684645,-0.147954633635042,0.207389989503507,"Type I"
"6754",0.0827091706046748,-0.208497651766532,0.291206822371206,"Type I"
"6766",0.0634366566322452,-0.143434790917461,0.206871447549707,"Type I"
"6778",0.046974690111511,-0.10965034195607,0.156625032067581,"Type I"
"6807",0.125835034461879,-0.249387606191692,0.375222640653572,"Type I"
"6941",0.12592436296238,-0.191247835629448,0.317172198591828,"Type I"
"6981",-0.228308465833609,0.206900795098533,-0.435209260932142,"Type II"
"7014",-0.207283265075505,0.274258323054383,-0.481541588129888,"Type II"
"7075",-0.251051150027437,0.220361876965306,-0.471413026992743,"Type II"
"7095",-0.126232392274449,0.0626856725908167,-0.188918064865266,"Type II"
"7096",-0.169870024831563,0.156096720580486,-0.325966745412049,"Type II"
"7178",-0.19373965626569,0.000330084605896341,-0.194069740871587,"Type II"
"7207",-0.0994804865631013,0.119321241813033,-0.218801728376134,"Type II"
"7249",-0.259720855036565,0.225802482004598,-0.485523337041163,"Type II"
"7256",-0.103392898868256,0.0913986900853008,-0.194791588953557,"Type II"
"7487",0.104420396644945,-0.235916390148422,0.340336786793367,"Type I"
"7488",0.0563158990209508,-0.232656080795446,0.288971979816397,"Type I"
"7491",0.0425879126657693,-0.147653503819137,0.190241416484906,"Type I"
"7492",0.168742197507515,-0.258770405888246,0.427512603395761,"Type I"
"7493",0.122551882037095,-0.247124789353903,0.369676671390997,"Type I"
"7494",-0.210700630271977,0.102941517115176,-0.313642147387153,"Type II"
"7496",-0.268017404536216,0.187784842746536,-0.455802247282751,"Type II"
"7501",-0.217198288589142,0.144280270785196,-0.361478559374338,"Type II"
"7505",-0.225598687971147,0.111493314338991,-0.337092002310138,"Type II"
"7506",0.0981176768781318,-0.162379910008513,0.260497586886644,"Type I"
"7508",-0.196087279665533,0.151500147669429,-0.347587427334962,"Type II"
"7512",-0.19130798486784,0.215068941354968,-0.406376926222808,"Type II"
"7515",0.0108014878695857,-0.161447565770805,0.172249053640391,"Type I"
"7517",0.0985242755700633,-0.20579616986038,0.304320445430443,"Type I"
"7518",0.0861652594860928,-0.216819258409919,0.302984517896012,"Type I"
"7519",0.0372779273675683,-0.188833006144206,0.226110933511775,"Type I"
"7521",0.111591319029919,-0.230655304807074,0.342246623836993,"Type I"
"7522",0.151206968855156,-0.219319504525634,0.37052647338079,"Type I"
"7523",0.0923328863974695,-0.199166970691962,0.291499857089431,"Type I"
"7524",0.172867150037998,-0.220043374275406,0.392910524313404,"Type I"
"7527",0.0795536303234616,-0.247340502539335,0.326894132862797,"Type I"
"7534",-0.00828312822248162,-0.0458557009086013,0.0375725726861197,"Type I"
"7543",-0.0112696924239311,-0.151811411661831,0.1405417192379,"Type I"
"7545",-0.205460611631803,0.164130227063463,-0.369590838695266,"Type II"
"7547",0.071578311392112,-0.212513681138271,0.284091992530383,"Type I"
"7548",-0.199098926253822,0.0639220421234284,-0.263020968377251,"Type II"
"7549",-0.0507159261275303,-0.0888709369190945,0.0381550107915642,"Type I"
"7551",0.000216280581260109,-0.200079046576675,0.200295327157935,"Type I"
"7552",0.0312159105060438,-0.220799094294169,0.252015004800213,"Type I"
"7554",0.0996741049878307,-0.162501520126475,0.262175625114305,"Type I"
"7559",0.0214381800572142,-0.176952855810937,0.198391035868151,"Type I"
"7560",-0.107226543677896,0.0517494484112507,-0.158975992089147,"Type II"
"7566",0.134895496655462,-0.238655513281562,0.373551009937024,"Type I"
"7575",-0.257558929307713,0.202372265943955,-0.459931195251668,"Type II"
"7576",-0.21894525483045,0.113776399529774,-0.332721654360224,"Type II"
"7579",-0.169793897587294,0.123720922152152,-0.293514819739446,"Type II"
"7590",0.172977160506594,-0.255180011929373,0.428157172435967,"Type I"
"7592",-0.17531906336207,-0.169304448034838,-0.00601461532723113,"Type II"
"7593",-0.155136982835287,-0.128731548560078,-0.0264054342752083,"Type II"
"7594",0.00872933068310788,-0.188274178697382,0.19700350938049,"Type I"
"7598",0.0147526238596866,-0.0671287851149215,0.0818814089746081,"Type I"
"7602",0.107402120385776,-0.0912075884713608,0.198609708857137,"Type I"
"7604",-0.0914712844074242,0.0327362855637208,-0.124207569971145,"Type II"
"7622",0.0461122080377169,-0.12697399280763,0.173086200845347,"Type I"
"7628",-0.161107911028813,0.0638076707029643,-0.224915581731778,"Type II"
"7636",0.0172511816224432,-0.180711187551757,0.1979623691742,"Type I"
"7665",-0.214516233364767,0.109860264183504,-0.324376497548271,"Type II"
"7666",-0.128401358673291,0.158772143175645,-0.287173501848937,"Type II"
"7667",-0.10302194356815,0.216470353190528,-0.319492296758678,"Type II"
"7672",-0.213672233049697,0.170982378114812,-0.384654611164509,"Type II"
"7675",0.136325192705338,-0.292814000220056,0.429139192925394,"Type I"
"7676",-0.163885015298056,0.157000110028202,-0.320885125326258,"Type II"
"7680",-0.234498094838705,0.179917826306006,-0.414415921144711,"Type II"
"7682",0.0428867010984766,-0.144532177458117,0.187418878556594,"Type I"
"7684",-0.00221627090033888,-0.142718159865186,0.140501888964848,"Type I"
"7696",-0.0343274465998185,-0.0588925951020077,0.0245651485021893,"Type I"
"7697",0.0646678937967736,-0.0954118239780407,0.160079717774814,"Type I"
"7746",-0.230069953456771,0.152148734965225,-0.382218688421996,"Type II"
"7747",0.0911091299448056,-0.265742719318057,0.356851849262862,"Type I"
"7748",0.0924679792529057,-0.2764342755222,0.368902254775105,"Type I"
"7749",0.081003128257685,-0.239179594980398,0.320182723238083,"Type I"
"7750",-0.218496412118577,0.255596960905243,-0.47409337302382,"Type II"
"7752",0.170134930039943,-0.25687965810184,0.427014588141782,"Type I"
"7755",-0.215074206461487,0.195247939866692,-0.410322146328179,"Type II"
"7756",0.159087238741639,-0.257034566228291,0.41612180496993,"Type I"
"7773",0.139555100063322,-0.171363133603192,0.310918233666514,"Type I"
"7774",-0.0674348771029051,-0.211045673285732,0.143610796182827,"Type I"
"7781",0.0792759639007248,-0.235790436811962,0.315066400712687,"Type I"
"7790",-0.113419252976113,0.036774031027953,-0.150193284004066,"Type II"
"7791",0.136979534972548,-0.208736528783957,0.345716063756505,"Type I"
"7792",0.0814638521001658,-0.180621427702785,0.262085279802951,"Type I"
"7793",-0.0320858732917024,-0.177248194668844,0.145162321377142,"Type I"
"7794",0.189784999940594,-0.208719155909962,0.398504155850557,"Type I"
"7796",0.0453346540456789,-0.193708992778675,0.239043646824354,"Type I"
"7797",-0.0453790982749919,0.0536373007186579,-0.0990163989936498,"Type II"
"7874",-0.21449247110355,0.142447432578772,-0.356939903682322,"Type II"
"7875",-0.144449685832104,0.0729226385921022,-0.217372324424206,"Type II"
"7877",0.15206945092895,-0.227824974085463,0.379894425014413,"Type I"
"7886",-0.263143940777404,-0.00740518754017477,-0.25573875323723,"Type II"
"7890",-0.0393254422090806,-0.147235107103768,0.107909664894688,"Type I"
"7900",-0.187648596640456,0.188320506361367,-0.375969103001824,"Type II"
"7905",-0.142147386745323,0.127498074506466,-0.269645461251788,"Type II"
"7910",0.0789771754680175,-0.21404538952879,0.293022564996807,"Type I"
"7927",0.0243169339994393,-0.24149742591917,0.265814359918609,"Type I"
"7929",0.0054184556202368,-0.201506517723227,0.206924973343464,"Type I"
"7936",-0.214669367937053,-0.012369486284116,-0.202299881652937,"Type II"
"7940",0.144386319802192,-0.261609423046855,0.405995742849047,"Type I"
"7955",-0.167162007136599,-0.0437912243822495,-0.12337078275435,"Type II"
"7966",-0.256346613943783,0.242788809552764,-0.499135423496547,"Type II"
"7970",-0.248362054133071,0.129070319602972,-0.377432373736043,"Type II"
"8004",-0.216695760768595,0.121822935668248,-0.338518696436842,"Type II"
"8044",-0.137559070121113,0.210808244007806,-0.348367314128919,"Type II"
"8099",0.0149158793950832,-0.200113792324664,0.215029671719747,"Type I"
"8100",-0.231640902948325,0.138133168870126,-0.369774071818451,"Type II"
"8112",-0.194281347813058,0.231004210026465,-0.425285557839523,"Type II"
"8129",-0.180827507545618,0.135053826954593,-0.315881334500211,"Type II"
"8142",0.0983566196159227,-0.25117990769213,0.349536527308052,"Type I"
"8143",0.139055212494021,-0.151423417475953,0.290478629969974,"Type I"
"8147",-0.124451542808814,0.164105615491971,-0.288557158300784,"Type II"
"8183",-0.137017818615619,-0.143054035429081,0.00603621681346161,"Type I"
"8184",-0.00780392262127666,-0.109721281191548,0.101917358570271,"Type I"
"8186",-0.105524461707776,0.133200720395175,-0.238725182102951,"Type II"
"8355",0.0866281835379454,-0.147860530567572,0.234488714105517,"Type I"
"8458",-0.168045611220364,0.146257882941575,-0.314303494161939,"Type II"
"8470",-0.014863074370157,-0.174409177510235,0.159546103140078,"Type I"
"8479",0.127262970344258,-0.247478037791792,0.37474100813605,"Type I"
"8480",-0.050006578626022,-0.122714743199968,0.0727081645739456,"Type I"
"8481",0.0372062005420435,-0.256200668276553,0.293406868818596,"Type I"
"8488",0.093662252899986,-0.259634706369475,0.353296959269461,"Type I"
"8490",-0.0994153603656924,0.121673818499794,-0.221089178865487,"Type II"
"8492",0.152830283329762,-0.24723047433737,0.400060757667131,"Type I"
"8493",-0.18434124191258,-0.0162639055378931,-0.168077336374687,"Type II"
"8495",0.137226398464078,-0.193682933467684,0.330909331931761,"Type I"
"8497",0.00574804698415099,-0.213399697711992,0.219147744696143,"Type I"
"8499",-0.00898147467713029,-0.202698007331353,0.193716532654223,"Type I"
"8500",0.148428104418416,-0.273270964715693,0.421699069134109,"Type I"
"8501",-0.233264657464804,0.161108794727912,-0.394373452192716,"Type II"
"8502",0.123679269319268,-0.212571590718252,0.336250860037521,"Type I"
"8503",-0.0196612909684485,-0.178478773243458,0.158817482275009,"Type I"
"8504",-0.0999156879768679,-0.0073617553551884,-0.0925539326216795,"Type II"
"8520",-0.146546925405422,0.121837413063243,-0.268384338468665,"Type II"
"8571",0.0608558110389784,-0.217880451463086,0.278736262502064,"Type I"
"8576",0.16921040206186,-0.238895838038487,0.408106240100347,"Type I"
"8583",-0.196787386287679,0.202535860507404,-0.399323246795083,"Type II"
"8586",-0.194758353204891,0.145014274711465,-0.339772627916356,"Type II"
"8639",0.12473316960842,-0.267726122432434,0.392459292040854,"Type I"
"8644",0.126514899157804,-0.237652229808377,0.364167128966181,"Type I"
"8645",-0.186471924668351,0.181508892016006,-0.367980816684358,"Type II"
"8668",-0.251541796717376,0.151291673181494,-0.40283346989887,"Type II"
"8698",0.135319256980494,-0.248969209476324,0.384288466456818,"Type I"
"8718",-0.1983279728899,0.232810988921897,-0.431138961811798,"Type II"
"8719",-0.135276572918679,0.00286362873010082,-0.13814020164878,"Type II"
"8723",-0.260443403794305,0.211277311605659,-0.471720715399964,"Type II"
"8726",0.155537420940977,-0.241249862464748,0.396787283405724,"Type I"
"8733",0.164344419014913,-0.244996612289571,0.409341031304485,"Type I"
"8734",-0.20444675515322,0.188513055714807,-0.392959810868027,"Type II"
"8735",-0.130096840015296,0.144425044735151,-0.274521884750446,"Type II"
"8736",0.175972965587405,-0.246565961907078,0.422538927494484,"Type I"
"8788",0.130400908950496,-0.231965509054163,0.362366418004659,"Type I"
"8792",0.158789770434555,-0.306039100548404,0.464828870982958,"Type I"
"8793",0.103766494419609,-0.212862586357661,0.31662908077727,"Type I"
"8809",0.115371718772758,-0.232598171215464,0.347969889988223,"Type I"
"8810",-0.11475566014862,-0.0134118587237887,-0.101343801424831,"Type II"
"8812",0.160862367662907,-0.230853645118512,0.391716012781419,"Type I"
"8813",-0.274949824225273,0.0380234302160607,-0.312973254441334,"Type II"
"8814",0.040486712715582,-0.162433476369996,0.202920189085578,"Type I"
